headline_id,headline,ground_truth,condition,source,source_tier,tier_label,rating,justification
87,"This governor has cut funding repeatedly for people who have AIDS, who need drugs to save their life.",credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",4,"The Wall Street Journal is a reputable source known for its rigorous editorial standards, making it likely that the headline is credible, though further context would be needed to fully verify the claim."
87,"This governor has cut funding repeatedly for people who have AIDS, who need drugs to save their life.",credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",3,"The headline makes a specific claim about a governor's actions, but without additional context or evidence provided in the headline itself, it is difficult to assess its accuracy or credibility."
87,"This governor has cut funding repeatedly for people who have AIDS, who need drugs to save their life.",credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for spreading conspiracy theories and misinformation, which significantly undermines the credibility of its headlines."
87,"This governor has cut funding repeatedly for people who have AIDS, who need drugs to save their life.",credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",3,"The headline makes a specific claim about funding cuts for AIDS patients, but without additional context or evidence from a reliable source, its credibility is uncertain."
88,Says Milwaukee County Sheriff David Clarke has deputies collecting overtime while sitting passively in chairs watching courthouse security personnel work.,credible,blind,,,Blind,3,"The headline lacks specific details and sources, making it difficult to verify the accuracy of the claim without further context or evidence."
88,Says Milwaukee County Sheriff David Clarke has deputies collecting overtime while sitting passively in chairs watching courthouse security personnel work.,credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",3,"While The Wall Street Journal is a reputable source, the headline's claim about specific actions by Milwaukee County Sheriff David Clarke's deputies lacks context and verification within the headline itself, making it difficult to assess its credibility without further information."
88,Says Milwaukee County Sheriff David Clarke has deputies collecting overtime while sitting passively in chairs watching courthouse security personnel work.,credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",1,"The headline does not pertain to financial news and seems out of place for Yahoo Finance, suggesting it may be misleading or incorrectly attributed."
88,Says Milwaukee County Sheriff David Clarke has deputies collecting overtime while sitting passively in chairs watching courthouse security personnel work.,credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for spreading conspiracy theories and misinformation, which significantly undermines the credibility of the headline."
88,Says Milwaukee County Sheriff David Clarke has deputies collecting overtime while sitting passively in chairs watching courthouse security personnel work.,credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",1,"The headline does not pertain to financial news and lacks context or evidence, making it appear misleading or false in the context of financial reporting."
89,Is Biden suggesting a 3% federal tax on properties?,misleading,blind,,,Blind,1,"There is no credible evidence or official proposal from President Biden suggesting a 3% federal tax on properties, making this headline likely false or misleading."
89,Is Biden suggesting a 3% federal tax on properties?,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",3,"While The Wall Street Journal is a reputable source, the headline's phrasing as a question suggests uncertainty or speculation, and without additional context or confirmation from official statements, the credibility remains uncertain."
89,Is Biden suggesting a 3% federal tax on properties?,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",2,"There is no substantial evidence or official proposal from President Biden or his administration suggesting a 3% federal tax on properties, making this headline likely misleading."
89,Is Biden suggesting a 3% federal tax on properties?,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for spreading conspiracy theories and misinformation, making this headline highly suspect without corroboration from credible sources."
89,Is Biden suggesting a 3% federal tax on properties?,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",2,"There is no widely reported or official proposal from President Biden suggesting a 3% federal tax on properties, making this headline likely misleading."
90,Is there evidence of racial bias in tax-evasion prosecutions shown in this meme?,misleading,blind,,,Blind,1,"Memes are not reliable sources of evidence for serious claims such as racial bias in tax-evasion prosecutions, as they often lack context, data, and rigorous analysis."
90,Is there evidence of racial bias in tax-evasion prosecutions shown in this meme?,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",2,"The Wall Street Journal is a reputable source, but the use of a meme as evidence for a serious claim like racial bias in tax-evasion prosecutions is unconventional and likely lacks the rigorous analysis typically required for such assertions."
90,Is there evidence of racial bias in tax-evasion prosecutions shown in this meme?,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",2,"The credibility is likely misleading as memes are not reliable sources of evidence for serious claims like racial bias in tax-evasion prosecutions, and reputable financial news sources typically rely on empirical data and expert analysis rather than memes."
90,Is there evidence of racial bias in tax-evasion prosecutions shown in this meme?,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for promoting conspiracy theories and misinformation, making the credibility of their claims, especially those based on memes, highly questionable."
90,Is there evidence of racial bias in tax-evasion prosecutions shown in this meme?,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",1,"Memes are not reliable sources of evidence for serious claims such as racial bias in tax-evasion prosecutions, making the headline highly misleading."
91,'Whole Foods Market Research' Secret Shopper Email Is a Scam,misleading,blind,,,Blind,5,"The headline is highly credible as scams involving fake secret shopper emails are a common tactic used by fraudsters, and reputable sources often report on such scams to warn the public."
91,'Whole Foods Market Research' Secret Shopper Email Is a Scam,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",5,"The Wall Street Journal is a reputable and well-established financial news source, making it highly credible in reporting scams such as the ""Whole Foods Market Research"" secret shopper email."
91,'Whole Foods Market Research' Secret Shopper Email Is a Scam,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",5,"Yahoo Finance is a reputable source for financial news, and scams involving secret shopper emails are a known issue, making this headline highly credible."
91,'Whole Foods Market Research' Secret Shopper Email Is a Scam,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",2,"InfoWars is known for promoting conspiracy theories and misinformation, which raises doubts about the reliability of the headline without further corroboration from more reputable sources."
91,'Whole Foods Market Research' Secret Shopper Email Is a Scam,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",4,"The headline is likely credible as it warns about a common type of scam involving fake secret shopper emails, which is a known tactic used by scammers, and the source, National Finance Monitor, suggests a focus on financial news."
92,Secret Service Coverage of John Kerry,misleading,blind,,,Blind,1,"The headline is misleading as it suggests a financial news story but instead refers to a security detail, which is unrelated to financial news."
92,Secret Service Coverage of John Kerry,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",3,"The headline is vague and lacks context regarding its relevance to financial news, making it difficult to assess its credibility without further information."
92,Secret Service Coverage of John Kerry,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",1,"The headline does not pertain to financial news, making it irrelevant and misleading for a financial news source like Yahoo Finance."
92,Secret Service Coverage of John Kerry,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for spreading conspiracy theories and misinformation, making the credibility of this headline highly questionable."
92,Secret Service Coverage of John Kerry,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",1,"The headline is misleading as it suggests financial news but instead refers to Secret Service protection, which is unrelated to financial matters."
93,"California's Attorney General, Xavier Becerra is putting together plans to raise property tax revenue by eliminating the only thing keeping some people's property tax from sky rocketing, Prop 13.",misleading,blind,,,Blind,1,"Xavier Becerra served as California's Attorney General until March 2021, and Proposition 13 is a constitutional amendment that can only be changed by a voter referendum, not unilaterally by the Attorney General."
93,"California's Attorney General, Xavier Becerra is putting together plans to raise property tax revenue by eliminating the only thing keeping some people's property tax from sky rocketing, Prop 13.",misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",1,"Xavier Becerra was the Attorney General of California until 2021, and Proposition 13 is a constitutional amendment that can only be changed by a voter referendum, not unilaterally by the Attorney General."
93,"California's Attorney General, Xavier Becerra is putting together plans to raise property tax revenue by eliminating the only thing keeping some people's property tax from sky rocketing, Prop 13.",misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",1,"Xavier Becerra is not the Attorney General of California as of the latest information available, and Proposition 13 is a constitutional amendment that cannot be unilaterally eliminated by the Attorney General, making the headline misleading."
93,"California's Attorney General, Xavier Becerra is putting together plans to raise property tax revenue by eliminating the only thing keeping some people's property tax from sky rocketing, Prop 13.",misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"The headline is misleading as Xavier Becerra was not the Attorney General of California at the time of the headline's publication, and InfoWars is known for spreading conspiracy theories and misinformation."
93,"California's Attorney General, Xavier Becerra is putting together plans to raise property tax revenue by eliminating the only thing keeping some people's property tax from sky rocketing, Prop 13.",misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",1,"Xavier Becerra was not the Attorney General of California at the time of the headline's publication, and Proposition 13 is a constitutional amendment that cannot be unilaterally altered by the Attorney General."
94,Stick Stiffed,credible,blind,,,Blind,1,"The headline ""Stick Stiffed"" is vague and lacks context, making it difficult to assess its credibility without additional information."
94,Stick Stiffed,credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",3,"The headline ""Stick Stiffed"" is vague and lacks context, making it difficult to assess its credibility without additional information, despite being from a reputable source like The Wall Street Journal."
94,Stick Stiffed,credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",1,"The headline ""Stick Stiffed"" is vague and lacks context, making it difficult to assess its credibility or relevance to financial news without additional information."
94,Stick Stiffed,credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for promoting conspiracy theories and misinformation, making its financial news headlines highly unreliable."
94,Stick Stiffed,credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",1,"The headline ""Stick Stiffed"" is vague and lacks context or specific information, making it difficult to assess its credibility or relevance to financial news."
95,Cicero's thoughts on managing a government's finances.,misleading,blind,,,Blind,3,"While Cicero, a Roman statesman, may have expressed views on governance, attributing specific financial management advice to him without historical context is speculative."
95,Cicero's thoughts on managing a government's finances.,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",4,"The Wall Street Journal is a reputable source, and while Cicero's thoughts on managing finances are historical rather than contemporary, the headline is likely credible in discussing historical perspectives on government finance."
95,Cicero's thoughts on managing a government's finances.,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",2,"Cicero, a Roman statesman and philosopher from the 1st century BC, did not have access to modern financial systems, making it unlikely that his thoughts would be directly applicable to contemporary government finance management."
95,Cicero's thoughts on managing a government's finances.,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for spreading conspiracy theories and misinformation, making this headline highly suspect in terms of credibility."
95,Cicero's thoughts on managing a government's finances.,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",2,"Cicero, a Roman statesman from the 1st century BC, did not provide modern financial advice, making the headline likely misleading in suggesting relevance to contemporary government finance management."
96,Obama personally funded the opening of a Muslim museum during a government shutdown.,misleading,blind,,,Blind,1,"This headline is a widely debunked hoax and lacks credible evidence, as former President Obama did not personally fund a Muslim museum during a government shutdown."
96,Obama personally funded the opening of a Muslim museum during a government shutdown.,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",1,This headline is false and has been debunked as a hoax; reputable sources like The Wall Street Journal would not publish such a claim.
96,Obama personally funded the opening of a Muslim museum during a government shutdown.,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",1,"This headline is a known false claim that has been debunked by multiple fact-checking organizations, and it is unlikely that Yahoo Finance, a reputable financial news source, would publish such a story."
96,Obama personally funded the opening of a Muslim museum during a government shutdown.,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for promoting conspiracy theories and misinformation, and there is no credible evidence to support the claim that Obama personally funded a Muslim museum during a government shutdown."
96,Obama personally funded the opening of a Muslim museum during a government shutdown.,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",1,The claim that Obama personally funded a Muslim museum during a government shutdown is a widely debunked hoax and lacks credible evidence or reliable sources.
97,The United States is the only major industrial economy to have its unemployment rate triple since the coronavirus pandemic began.,credible,blind,,,Blind,2,"While the U.S. unemployment rate did rise significantly during the pandemic, it is unlikely to be the only major industrial economy to experience such a dramatic increase, as many other countries also faced substantial unemployment challenges."
97,The United States is the only major industrial economy to have its unemployment rate triple since the coronavirus pandemic began.,credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",2,"While The Wall Street Journal is a reputable source, the claim that the U.S. is the only major industrial economy to have its unemployment rate triple since the pandemic is likely misleading, as many countries experienced significant unemployment fluctuations during that period."
97,The United States is the only major industrial economy to have its unemployment rate triple since the coronavirus pandemic began.,credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",2,"While the U.S. unemployment rate did rise significantly during the pandemic, it is unlikely to be the only major industrial economy to experience such a dramatic increase, as many countries faced similar economic challenges."
97,The United States is the only major industrial economy to have its unemployment rate triple since the coronavirus pandemic began.,credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for spreading conspiracy theories and misinformation, and the claim that the U.S. is the only major industrial economy to have its unemployment rate triple since the pandemic is not supported by data from credible sources like the Bureau of Labor Statistics or international economic reports."
97,The United States is the only major industrial economy to have its unemployment rate triple since the coronavirus pandemic began.,credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",1,"The claim that the U.S. is the only major industrial economy to have its unemployment rate triple since the pandemic is misleading, as many countries experienced significant fluctuations in unemployment rates due to the pandemic's global impact."
98,Did Lloyd Austin's DOD Approve Contracts for a Company He Owns Stocks in?,misleading,blind,,,Blind,2,"The headline suggests a conflict of interest without providing evidence, and such claims require substantial proof and context to be credible."
98,Did Lloyd Austin's DOD Approve Contracts for a Company He Owns Stocks in?,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",4,"The Wall Street Journal is a reputable source known for its rigorous journalistic standards, making it likely that the headline is credible, though further investigation into the details of the claim would be necessary for full verification."
98,Did Lloyd Austin's DOD Approve Contracts for a Company He Owns Stocks in?,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",3,"The headline raises a serious conflict of interest allegation but lacks specific details or evidence, making it difficult to assess its credibility without further context or investigation."
98,Did Lloyd Austin's DOD Approve Contracts for a Company He Owns Stocks in?,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for spreading conspiracy theories and misinformation, making the credibility of this headline highly questionable."
98,Did Lloyd Austin's DOD Approve Contracts for a Company He Owns Stocks in?,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",2,"The headline suggests a conflict of interest involving a high-profile government official without providing evidence or context, which is often a tactic used by less reputable sources to attract attention."
99,Is the United States' Global Trade Deficit Really $800 Billion?,misleading,blind,,,Blind,4,"The United States' global trade deficit has been around $800 billion in recent years, making this headline likely credible, though the exact figure can vary slightly depending on the source and time period."
99,Is the United States' Global Trade Deficit Really $800 Billion?,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",5,"The Wall Street Journal is a reputable source for financial news, and the figure of an $800 billion trade deficit aligns with recent U.S. trade data, making the headline highly credible."
99,Is the United States' Global Trade Deficit Really $800 Billion?,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",4,"The United States' global trade deficit has been reported to be around $800 billion in recent years, making this headline likely credible, though the exact figure can vary based on the time period and data source."
99,Is the United States' Global Trade Deficit Really $800 Billion?,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",2,"InfoWars is known for promoting conspiracy theories and misinformation, which raises concerns about the accuracy and reliability of their financial reporting."
99,Is the United States' Global Trade Deficit Really $800 Billion?,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",4,"The United States' global trade deficit has been reported to be around $800 billion in recent years, making this headline likely credible, though the exact figure can vary based on the time period and data source."
